customer_id,customer_name,email,phone_number,loyalty_status,nationality
309,Danielle Lopez,danielle.lopez@gmail.com,7909746007,Bronze,Andorra
310,Juan White,juan.white@hotmail.com,098-110-5089,Silver,Taiwan
311,Paul Jackson,paul.jackson@yahoo.com,001-221-834-6433,Bronze,Denmark
312,Jenna Martin,jenna.martin@gmail.com,(116)356-1662,Silver,Ireland
313,Dr. Erin Martin,dr..erin.martin@yahoo.com,+1-654-058-8601x119,Silver,Tonga
314,Eric Peters,eric.peters@gmail.com,(272)080-6699x6860,Gold,Moldova
315,Mark Arnold,mark.arnold@hotmail.com,+1-207-839-5504,Bronze,Mayotte
316,Joyce Daniels,joyce.daniels@hotmail.com,(599)142-6186,Silver,Armenia
317,Bryan Bartlett,bryan.bartlett@hotmail.com,794.600.6195,Bronze,Senegal
318,Karen Jacobs,karen.jacobs@yahoo.com,031.714.9702x5330,Gold,Greece
319,Jessica Li,jessica.li@gmail.com,182-002-1225x924,Bronze,Kiribati
320,Shane Foster,shane.foster@gmail.com,403.996.4725x54900,Gold,Gabon
321,Melissa Carr,melissa.carr@hotmail.com,001-105-620-3337,Gold,Cote d'Ivoire
322,Dana Ferguson,dana.ferguson@gmail.com,+1-815-710-0626x1451,Silver,French Polynesia
323,Angel Hampton,angel.hampton@gmail.com,(222)190-7723x640,Gold,Trinidad and Tobago
324,Michelle Wood,michelle.wood@gmail.com,+1-294-893-4224x524,Gold,Jersey
325,Bryan Waters,bryan.waters@gmail.com,3602395325,Gold,Cook Islands
326,Mrs. Tiffany Collins MD,mrs..tiffany.collins.md@yahoo.com,758.886.7388x9767,Gold,Guernsey
327,Michelle Brooks,michelle.brooks@gmail.com,+1-465-122-3072x0644,Gold,Guyana
328,Allison Henson,allison.henson@gmail.com,189-240-1974x67806,Bronze,French Guiana
329,Bruce Brown,bruce.brown@yahoo.com,+1-687-229-2699x72665,Bronze,Ghana
330,Kristina Davis,kristina.davis@yahoo.com,(518)099-2532,Gold,Qatar
331,Christopher White,christopher.white@gmail.com,(858)563-8143,Bronze,Heard Island and McDonald Islands
332,Timothy Butler,timothy.butler@yahoo.com,559-869-6255,Gold,Hungary
333,Gary Morris,gary.morris@hotmail.com,+1-439-421-6722x5237,Gold,Bouvet Island (Bouvetoya)
334,Emma Nguyen,emma.nguyen@hotmail.com,491-353-0329,Silver,Ireland
335,April Jackson,april.jackson@hotmail.com,264-000-0485x83040,Bronze,Lebanon
336,Erik Beasley,erik.beasley@hotmail.com,+1-462-349-6512x415,Gold,Niue
337,Justin Schmidt,justin.schmidt@gmail.com,+1-193-155-4211x89692,Silver,Greece
338,Diana Davis,diana.davis@gmail.com,656.043.4316x8424,Silver,Lao People's Democratic Republic
339,Brett Moyer,brett.moyer@hotmail.com,+1-720-800-6239x815,Silver,Anguilla
340,Laura Edwards,laura.edwards@gmail.com,290.098.9533,Gold,Israel
341,Nicole Archer,nicole.archer@gmail.com,001-090-518-2457x0019,Gold,Netherlands
342,Michelle Peters,michelle.peters@gmail.com,001-762-851-3535x48461,Silver,Burkina Faso
343,Craig White,craig.white@yahoo.com,3097725917,Gold,United Arab Emirates
344,Adrian Perry,adrian.perry@gmail.com,001-363-438-2201x86749,Silver,Cook Islands
345,Jeffery Cruz,jeffery.cruz@yahoo.com,+1-894-161-8833x570,Bronze,Reunion
346,Renee Wood,renee.wood@yahoo.com,001-304-757-2967x0143,Silver,Myanmar
347,Garrett Phelps,garrett.phelps@gmail.com,+1-255-275-3241,Bronze,Moldova
348,Suzanne Obrien,suzanne.obrien@yahoo.com,+1-442-463-2705x566,Silver,Morocco
349,Johnny Roberts,johnny.roberts@hotmail.com,001-405-372-7247x930,Bronze,Botswana
350,Stephen Simmons,stephen.simmons@hotmail.com,265-905-8024,Gold,Argentina
351,Victoria Trujillo,victoria.trujillo@hotmail.com,(124)897-3027x13135,Bronze,Marshall Islands
352,Michael Munoz,michael.munoz@gmail.com,001-382-692-1116x334,Gold,Falkland Islands (Malvinas)
353,William Davis,william.davis@gmail.com,502-773-8387x320,Silver,Botswana
354,Robert Chapman,robert.chapman@gmail.com,(326)259-5951,Gold,Australia
355,Stephanie Barrett,stephanie.barrett@gmail.com,1154080683,Bronze,Yemen
356,Colton Simpson,colton.simpson@yahoo.com,034-633-6855,Bronze,Sri Lanka
357,Joseph Welch,joseph.welch@yahoo.com,+1-463-692-0465x232,Silver,Denmark
358,Crystal Dominguez,crystal.dominguez@gmail.com,213.564.9925,Bronze,Greenland
359,Kendra Long,kendra.long@yahoo.com,+1-366-713-5328x2441,Gold,Isle of Man
360,Samantha Stevens,samantha.stevens@yahoo.com,001-474-412-0860,Silver,Sudan
361,Jesse David,jesse.david@yahoo.com,(767)679-5426x638,Silver,Cambodia
362,Karen Henderson,karen.henderson@gmail.com,+1-859-540-7968x9367,Gold,Chile
363,Michael Cole,michael.cole@yahoo.com,1521446574,Gold,Gibraltar
364,Sheila Garrison,sheila.garrison@gmail.com,719-158-6019x3190,Silver,Brazil
365,Charles Griffith,charles.griffith@hotmail.com,+1-295-513-9468x0307,Bronze,Morocco
366,Dennis Melton,dennis.melton@hotmail.com,(333)605-4951x5049,Bronze,Kenya
367,Barry Baker,barry.baker@gmail.com,722.290.0459,Gold,Saudi Arabia
368,Jeffery Galvan,jeffery.galvan@hotmail.com,(001)230-6625x382,Silver,Iran
369,Frank Meyer,frank.meyer@hotmail.com,5101045372,Silver,Mongolia
370,Sharon Rosales,sharon.rosales@hotmail.com,642-770-0308x9129,Silver,Cocos (Keeling) Islands
371,Stephen Kim,stephen.kim@yahoo.com,504.625.0103,Bronze,Kazakhstan
372,Amber Perez,amber.perez@gmail.com,408.352.6503,Gold,Swaziland
373,Emily Dodson,emily.dodson@yahoo.com,910.726.3344,Silver,Tanzania
374,Amanda Chase,amanda.chase@yahoo.com,001-268-678-3427x7695,Gold,Qatar
375,Elizabeth Gray,elizabeth.gray@gmail.com,238-073-5829,Silver,Turks and Caicos Islands
376,Ashley Harvey,ashley.harvey@yahoo.com,976-345-9225x07434,Bronze,Gibraltar
377,Amy Mitchell,amy.mitchell@gmail.com,(317)175-1334x830,Gold,Madagascar
378,Wesley Wilcox PhD,wesley.wilcox.phd@yahoo.com,(322)068-1130x48211,Gold,Seychelles
379,Alyssa Gardner,alyssa.gardner@hotmail.com,6196424004,Bronze,Switzerland
380,Mrs. Lorraine Adams MD,mrs..lorraine.adams.md@gmail.com,750-642-5442x5168,Bronze,Martinique
381,Beverly Davis,beverly.davis@gmail.com,+1-370-483-4332,Gold,Hungary
382,Monica Calderon,monica.calderon@yahoo.com,+1-319-366-4539x853,Bronze,Chad
383,Kevin Taylor,kevin.taylor@hotmail.com,(737)512-8005,Gold,Bahamas
384,David Carter,david.carter@gmail.com,(234)557-9772x8078,Silver,Macao
385,Daniel Roman,daniel.roman@hotmail.com,015-202-0851x939,Gold,United Arab Emirates
386,Sarah Faulkner,sarah.faulkner@hotmail.com,752-987-9237,Bronze,Slovakia (Slovak Republic)
387,Marie Pham,marie.pham@yahoo.com,830-807-3350x455,Silver,Belize
388,Stephen Fowler,stephen.fowler@yahoo.com,936-634-2624,Gold,Estonia
389,Amber Dickerson,amber.dickerson@gmail.com,(357)036-6448x447,Silver,Spain
390,Joshua Moore,joshua.moore@yahoo.com,001-699-400-2959x886,Gold,Morocco
391,Martin Thomas,martin.thomas@gmail.com,443-138-6281x90534,Gold,Malawi
392,Donald Ortega,donald.ortega@gmail.com,(372)690-7263x633,Bronze,Singapore
393,Donald Mcgee,donald.mcgee@hotmail.com,+1-033-896-7930x7323,Gold,Guam
394,Kristine Washington,kristine.washington@yahoo.com,(515)177-8731,Gold,Trinidad and Tobago
395,Shannon Wallace,shannon.wallace@yahoo.com,966-390-4270x7509,Bronze,British Virgin Islands
396,Mr. Andrew Hodges DVM,mr..andrew.hodges.dvm@yahoo.com,8418460137,Bronze,Zimbabwe
397,Andrea Marquez,andrea.marquez@yahoo.com,776.212.0279x31626,Silver,Puerto Rico
398,Jonathan Hernandez,jonathan.hernandez@hotmail.com,+1-617-885-5853x30993,Gold,Uzbekistan
399,Monique Thompson,monique.thompson@gmail.com,054.942.2268x2445,Gold,Yemen
400,Tammy Spears,tammy.spears@hotmail.com,587-112-5392,Bronze,United States Virgin Islands
401,Alyssa Ramirez,alyssa.ramirez@hotmail.com,001-041-816-5890x91941,Bronze,Jordan
402,Brandon Freeman,brandon.freeman@hotmail.com,056-401-7725x568,Bronze,Angola
403,Wesley Vasquez,wesley.vasquez@yahoo.com,(291)333-0145x62088,Bronze,Japan
404,Thomas Robinson,thomas.robinson@hotmail.com,220.328.8412x5398,Gold,Russian Federation
405,Marc Murillo,marc.murillo@yahoo.com,001-005-828-7622x7822,Silver,Guinea-Bissau
406,Michael Hayden,michael.hayden@yahoo.com,(664)808-0866,Gold,Bahamas
407,Andrew Wagner,andrew.wagner@yahoo.com,039.053.4713x563,Gold,Netherlands
408,Charles Baker MD,charles.baker.md@yahoo.com,001-278-243-6691x94983,Silver,United Arab Emirates
409,Jacqueline Duncan,jacqueline.duncan@hotmail.com,(097)067-2294x3267,Bronze,Eritrea
410,Jessica Shaw,jessica.shaw@gmail.com,(209)030-9465x2889,Gold,Iraq
411,Marisa Bowen,marisa.bowen@yahoo.com,1288231974,Bronze,United States Minor Outlying Islands
412,Jeffery Taylor,jeffery.taylor@yahoo.com,229-862-5766x313,Silver,Gibraltar
413,Jonathan Smith,jonathan.smith@gmail.com,001-181-409-2328,Gold,Belize
414,Alicia Johnson,alicia.johnson@hotmail.com,539.592.6760x9771,Silver,Uganda
415,Andrew Smith MD,andrew.smith.md@hotmail.com,100-618-8960,Silver,Niue
416,Anna Oliver,anna.oliver@gmail.com,(427)211-5478,Silver,Ireland
417,Zachary Munoz,zachary.munoz@hotmail.com,001-964-944-8049x02552,Bronze,Ireland
418,Brandon Hansen,brandon.hansen@gmail.com,482.142.6167,Gold,Grenada
419,Steven Daniel,steven.daniel@yahoo.com,(744)973-0089x49151,Silver,Cayman Islands
420,Mikayla Moore,mikayla.moore@hotmail.com,(154)449-0646,Bronze,Romania
421,Mr. Corey Liu,mr..corey.liu@yahoo.com,083-772-5991,Silver,Mayotte
422,Kathleen Cowan,kathleen.cowan@hotmail.com,624-314-7692,Bronze,Tanzania
423,Diane Wolfe,diane.wolfe@hotmail.com,(811)430-7383x040,Bronze,Malawi
424,Mrs. Deborah Beck,mrs..deborah.beck@gmail.com,590-304-4491x1996,Bronze,Estonia
425,Michelle Wilson MD,michelle.wilson.md@hotmail.com,022-507-6236x70417,Gold,Montserrat
426,Ashley Davis,ashley.davis@gmail.com,333.039.3405,Silver,British Indian Ocean Territory (Chagos Archipelago)
427,Jeffery Wilcox,jeffery.wilcox@gmail.com,735.549.6551x4507,Bronze,Mali
428,Maria Collins,maria.collins@gmail.com,818.403.8977x67207,Silver,San Marino
429,Lisa Price,lisa.price@gmail.com,516.690.8205,Gold,Somalia
430,Courtney Briggs,courtney.briggs@gmail.com,214-325-1552x69094,Gold,Niger
431,Kevin Chung,kevin.chung@hotmail.com,001-145-067-1958x505,Gold,Tunisia
432,Lisa Jordan,lisa.jordan@hotmail.com,(040)463-8004,Silver,Comoros
433,Anthony Johnson,anthony.johnson@yahoo.com,001-323-812-8778x1639,Gold,Estonia
434,Seth Bennett,seth.bennett@gmail.com,046.090.3115x7846,Bronze,Svalbard & Jan Mayen Islands
435,Rachael Gray,rachael.gray@hotmail.com,229.560.6082,Silver,Philippines
436,Cynthia Bryan,cynthia.bryan@hotmail.com,+1-356-001-7420x988,Gold,Zambia
437,Ricky Snow,ricky.snow@gmail.com,(500)238-3006,Gold,Zambia
438,Carlos Hall,carlos.hall@hotmail.com,957.917.6128x78331,Gold,British Virgin Islands
439,Tiffany Simpson,tiffany.simpson@hotmail.com,+1-414-345-8567x561,Gold,Algeria
440,Sarah Horton,sarah.horton@yahoo.com,5070381805,Gold,Niue
441,Kyle Stanley,kyle.stanley@yahoo.com,267-313-0910,Bronze,American Samoa
442,Matthew Wagner,matthew.wagner@yahoo.com,(547)791-4818x94547,Silver,Oman
443,Paul Thompson,paul.thompson@hotmail.com,2344299762,Bronze,Finland
444,Ellen Robinson,ellen.robinson@yahoo.com,5040034713,Silver,Argentina
445,Leslie Nguyen,leslie.nguyen@yahoo.com,(253)171-0609x729,Silver,Tanzania
446,Jacqueline Marshall,jacqueline.marshall@hotmail.com,001-277-024-4142x973,Gold,Hong Kong
447,Andrea Wilson,andrea.wilson@gmail.com,521.833.1382,Silver,Saint Barthelemy
448,Garrett Lindsey,garrett.lindsey@hotmail.com,001-542-109-0512,Gold,Belize
449,Laura Silva,laura.silva@gmail.com,(525)036-2656x107,Bronze,Saudi Arabia
450,Evan Garner,evan.garner@hotmail.com,+1-438-932-2759x30950,Silver,Bulgaria
451,Darlene Jackson,darlene.jackson@yahoo.com,+1-228-871-2501,Bronze,Greece
452,Eric Moss,eric.moss@gmail.com,001-853-209-0092x48625,Bronze,Nigeria
453,Ashley Thomas,ashley.thomas@hotmail.com,291.018.7175x79182,Bronze,Nigeria
454,Lisa Williamson,lisa.williamson@hotmail.com,405-929-6607x0812,Silver,Netherlands Antilles
455,Jordan Guerra,jordan.guerra@hotmail.com,527-231-0677x1538,Silver,Nigeria
456,Lisa Nicholson,lisa.nicholson@hotmail.com,495-823-8459x200,Bronze,Venezuela
457,Tara Sweeney,tara.sweeney@hotmail.com,902-461-1594x558,Bronze,Sri Lanka
458,Abigail Richardson,abigail.richardson@hotmail.com,412.577.0531x38373,Gold,Ukraine
459,Roger Garcia,roger.garcia@hotmail.com,(730)327-9536x6672,Bronze,Belize
460,David Garrett,david.garrett@hotmail.com,452.863.0941,Silver,Christmas Island
461,Kevin Gonzales,kevin.gonzales@yahoo.com,739.763.5562,Bronze,Norfolk Island
462,Nathan Phillips,nathan.phillips@gmail.com,173-034-4793x5610,Gold,Switzerland
463,Annette Smith,annette.smith@hotmail.com,+1-463-069-2685x9134,Bronze,Vietnam
464,Andrew Gonzales,andrew.gonzales@hotmail.com,+1-177-572-5857x24927,Silver,Norfolk Island
465,James Lawson,james.lawson@yahoo.com,+1-841-952-8667x8132,Bronze,Isle of Man
466,Stephanie Harris,stephanie.harris@hotmail.com,512-620-9127x68049,Silver,Falkland Islands (Malvinas)
467,Christopher Lane,christopher.lane@yahoo.com,(031)925-8478x41479,Bronze,Gabon
468,Karen Lozano,karen.lozano@hotmail.com,001-012-808-8783,Silver,Guinea
469,Robin Hernandez,robin.hernandez@hotmail.com,001-278-467-1781,Silver,Egypt
470,Edward Parker,edward.parker@yahoo.com,(793)799-5305,Silver,Djibouti
471,Christopher Roman,christopher.roman@yahoo.com,+1-471-995-6169,Gold,British Virgin Islands
472,Kristy Wilson,kristy.wilson@hotmail.com,468-532-1180,Bronze,Algeria
473,Vanessa Davis,vanessa.davis@hotmail.com,(887)306-8352x254,Silver,Uganda
474,Robert Hobbs,robert.hobbs@hotmail.com,880-434-2626x81927,Bronze,Swaziland
475,Jason Williams,jason.williams@yahoo.com,434.562.8720,Bronze,Tajikistan
476,Suzanne Simmons,suzanne.simmons@gmail.com,001-890-935-1834x662,Gold,Eritrea
477,Lori Hale,lori.hale@gmail.com,001-052-509-6238x330,Gold,Cote d'Ivoire
478,Michael Barr,michael.barr@hotmail.com,292-454-8329x550,Bronze,Sri Lanka
479,Edward Williams,edward.williams@yahoo.com,(963)756-8503,Gold,Peru
480,Helen Carney,helen.carney@yahoo.com,+1-668-726-3851x1210,Bronze,Nepal
481,Benjamin Perry,benjamin.perry@hotmail.com,001-352-218-8360,Gold,Burkina Faso
482,Sandra Miller,sandra.miller@gmail.com,988-823-4838,Gold,France
483,Audrey Petersen,audrey.petersen@gmail.com,344-346-6540x4156,Bronze,Bulgaria
484,Laura Johnson,laura.johnson@hotmail.com,964.831.7154x1707,Bronze,Kazakhstan
485,Carol Smith,carol.smith@hotmail.com,(627)411-2707x2439,Bronze,Japan
486,Jocelyn Mcintyre,jocelyn.mcintyre@hotmail.com,247.385.1347x995,Gold,Zambia
487,Sarah Perez,sarah.perez@yahoo.com,9337250266,Silver,Nigeria
488,Heather Clark,heather.clark@hotmail.com,(474)318-7477x524,Gold,Guernsey
489,Christopher Mack,christopher.mack@yahoo.com,046-699-8990,Bronze,American Samoa
490,Robin Higgins,robin.higgins@gmail.com,(017)434-8770x1183,Gold,Serbia
491,Sharon Lutz,sharon.lutz@yahoo.com,752.169.9837x366,Silver,Saint Helena
492,Brian Friedman,brian.friedman@gmail.com,001-368-595-9968x3873,Silver,Afghanistan
493,Kathleen Alvarez,kathleen.alvarez@yahoo.com,024-436-9113x01812,Gold,Isle of Man
494,Richard Nunez,richard.nunez@hotmail.com,001-557-071-9276x41234,Bronze,French Southern Territories
495,Sharon Fletcher,sharon.fletcher@hotmail.com,+1-491-433-8151,Bronze,Botswana
496,Ricardo Anderson MD,ricardo.anderson.md@gmail.com,225-238-9797,Bronze,Singapore
497,Mr. Timothy Hall II,mr..timothy.hall.ii@gmail.com,+1-926-520-2455x89708,Gold,Palestinian Territory
498,Garrett Nunez,garrett.nunez@gmail.com,127-404-8187x436,Bronze,Tuvalu
499,Karen Taylor,karen.taylor@yahoo.com,687-401-7800x6837,Bronze,Turkmenistan
500,Rebecca Hernandez,rebecca.hernandez@yahoo.com,028.596.0060,Silver,Sri Lanka
